,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
183,2009-07-06,59.2,56,40.5,29.8,5.1,6.7,348,0.78,6.36,0.00,74.0,41.2,94,20,29.995,29.654,26.5,33,79.1
184,2009-07-07,62.5,51,40.0,29.7,4.6,5.8,337,0.78,6.36,0.00,81.4,42.2,82,13,29.831,29.605,18.4,28,79.3
185,2009-07-08,65.5,43,34.8,29.7,8.7,10.1,315,0.78,6.36,0.00,80.5,44.8,93,12,29.768,29.564,25.3,32,78.7
186,2009-07-09,60.4,55,43.1,29.8,9.8,10.1,4,0.78,6.36,0.00,75.8,40.9,86,28,29.834,29.678,15.0,20,78.2
187,2009-07-10,61.8,55,40.2,29.9,7.6,8.1,358,0.78,6.36,0.00,81.1,42.8,87,13,30.016,29.819,16.1,26,79.1
188,2009-07-11,66.1,49,41.9,29.9,5.0,6.0,10,0.78,6.36,0.00,85.3,46.7,87,14,30.109,29.792,18.4,24,82.2
189,2009-07-12,67.1,43,42.4,29.9,8.1,8.1,358,0.78,6.36,0.00,78.1,53.2,74,27,29.966,29.768,11.5,12,79.1
190,2009-07-13,63.5,54,42.7,29.8,10.9,12.0,344,0.80,6.38,0.01,82.6,43.8,88,21,29.992,29.623,17.3,25,80.3
191,2009-07-14,68.1,35,35.8,29.7,12.7,12.7,0,0.81,6.39,0.01,81.4,50.4,69,13,29.865,29.605,12.7,13,79.3
192,2009-07-15,64.9,37,31.9,29.9,12.7,12.7,0,0.81,6.39,0.00,81.7,42.5,77,9,29.972,29.839,12.7,13,79.3
193,2009-07-16,64.0,34,31.6,29.9,7.7,8.0,358,0.81,6.39,0.00,80.7,42.2,67,10,30.031,29.832,15.0,20,79.0
194,2009-07-17,63.0,38,34.6,30.0,3.3,3.7,7,0.81,6.39,0.00,78.3,42.8,67,13,30.063,29.905,17.3,24,79.1
195,2009-07-18,61.2,58,44.6,30.0,7.5,7.6,2,0.81,6.39,0.00,76.7,42.9,88,30,30.127,29.924,10.4,13,79.1
196,2009-07-19,66.4,43,37.9,29.9,3.8,3.8,360,0.81,6.39,0.00,84.7,43.8,87,14,29.996,29.678,10.4,10,81.7
197,2009-07-20,70.0,34,38.6,29.7,4.5,5.9,334,0.81,6.39,0.00,82.4,58.1,80,14,29.881,29.595,18.4,26,80.0
198,2009-07-21,59.5,74,50.5,29.9,2.6,3.1,39,0.82,6.40,0.01,70.3,52.8,89,47,29.927,29.811,11.5,17,78.1
199,2009-07-22,59.9,64,46.1,29.9,3.9,4.5,18,1.18,6.76,0.06,77.7,44.9,91,21,30.011,29.772,17.3,20,78.7
200,2009-07-23,63.5,51,42.3,29.9,4.1,5.1,26,1.25,6.83,0.04,80.1,45.2,86,20,30.015,29.724,18.4,26,79.1
201,2009-07-24,65.5,44,38.5,29.8,6.4,7.3,7,1.25,6.83,0.00,84.5,44.1,77,14,29.919,29.693,17.3,24,81.6
202,2009-07-25,59.3,72,49.6,29.9,7.4,7.9,11,1.70,7.28,0.04,72.5,48.0,93,51,30.075,29.787,17.3,20,78.2
203,2009-07-26,60.1,73,50.3,30.0,5.1,5.8,1,1.70,7.28,0.00,74.0,49.6,95,39,30.081,29.885,12.7,17,78.0
204,2009-07-27,56.9,72,47.0,30.0,4.5,5.1,13,1.88,7.46,0.07,73.3,44.5,93,42,30.119,29.838,20.7,21,78.4
205,2009-07-28,53.6,81,47.4,29.9,3.5,3.9,19,2.01,7.59,0.02,62.3,43.2,94,62,29.982,29.817,13.8,18,62.3
206,2009-07-29,49.8,88,46.3,29.9,4.8,5.1,19,2.25,7.83,0.01,59.8,43.6,94,64,30.028,29.797,12.7,16,59.8
207,2009-07-30,48.1,86,43.9,30.0,5.1,5.3,6,2.35,7.93,0.01,55.9,42.8,94,67,30.115,29.963,12.7,17,55.9
208,2009-07-31,55.0,66,41.1,29.9,5.8,7.1,338,2.37,7.95,0.01,72.5,39.3,95,24,30.075,29.826,24.2,26,79.0
209,2009-08-01,57.5,64,43.5,30.0,4.9,6.2,14,0.01,7.95,0.01,73.5,38.6,94,22,30.153,29.897,17.3,26,79.2
210,2009-08-02,65.3,39,34.5,29.8,5.5,7.5,322,0.01,7.95,0.00,82.2,43.3,82,13,29.938,29.659,19.6,26,79.8
211,2009-08-03,64.4,38,34.4,29.8,6.0,7.6,333,0.01,7.95,0.00,82.4,44.6,72,13,29.881,29.716,18.4,26,80.0
212,2009-08-04,61.9,51,40.7,29.9,5.3,6.2,4,0.06,8.00,0.02,81.6,44.9,74,15,29.971,29.810,16.1,22,79.5
213,2009-08-05,62.0,56,44.6,29.9,7.4,8.5,23,0.30,8.24,0.04,78.1,43.6,89,24,30.123,29.792,15.0,20,78.9
214,2009-08-06,61.2,73,50.7,29.8,9.8,10.5,0,0.30,8.24,0.00,80.5,50.1,93,27,29.876,29.647,16.1,22,79.4
215,2009-08-07,65.2,48,41.3,29.6,8.4,24.5,319,0.30,8.24,0.00,80.3,48.0,94,13,29.686,29.397,25.3,255,78.9
216,2009-08-08,63.6,30,29.0,29.6,5.6,55.9,321,0.30,8.24,0.00,73.0,44.8,62,11,29.783,29.314,21.9,255,77.7
217,2009-08-09,58.0,53,39.2,29.9,6.1,7.5,350,0.30,8.24,0.00,73.7,41.9,79,17,29.968,29.750,21.9,26,79.1
218,2009-08-10,60.5,57,43.2,30.0,4.3,5.3,26,0.30,8.24,0.00,72.6,45.5,91,20,30.047,29.869,11.5,17,78.9
219,2009-08-11,61.1,41,33.7,30.0,5.6,6.4,6,0.30,8.24,0.00,79.0,39.6,76,14,30.152,29.912,15.0,21,78.0
220,2009-08-12,64.5,31,27.9,29.9,6.0,7.5,340,0.30,8.24,0.00,84.7,41.3,64,9,30.067,29.789,18.4,25,81.7
221,2009-08-13,63.1,35,33.4,29.8,2.1,2.9,36,0.30,8.24,0.00,81.4,43.6,62,15,29.934,29.653,11.5,17,79.3
222,2009-08-14,62.3,53,44.5,29.7,1.6,2.0,8,0.36,8.30,0.02,68.9,55.8,82,38,29.787,29.586,11.5,22,79.1
223,2009-08-15,61.2,41,36.9,29.7,6.0,7.1,310,0.37,8.31,0.01,73.2,51.1,58,22,29.771,29.555,21.9,32,79.0
224,2009-08-16,54.8,48,34.5,29.9,5.6,7.2,20,0.37,8.31,0.00,69.4,41.1,65,17,29.936,29.752,21.9,30,78.4
225,2009-08-17,51.7,67,39.8,30.0,3.3,4.3,36,0.40,8.34,0.01,67.8,34.6,89,31,30.143,29.915,17.3,21,78.8
226,2009-08-18,56.3,53,35.3,29.9,5.5,6.5,355,0.40,8.34,0.00,71.7,38.2,93,19,30.107,29.695,18.4,26,79.1
227,2009-08-19,60.1,36,31.1,29.7,8.4,10.6,337,0.40,8.34,0.00,73.9,40.3,64,20,29.812,29.654,18.4,26,78.7
228,2009-08-20,60.6,50,39.8,29.9,5.7,7.0,21,0.40,8.34,0.00,77.2,41.1,85,24,29.988,29.781,16.1,22,79.0
229,2009-08-21,61.1,46,36.6,30.0,4.7,6.1,34,0.40,8.34,0.00,79.9,38.3,86,20,30.080,29.884,13.8,25,78.6
230,2009-08-22,66.2,38,34.1,29.8,3.4,4.3,19,0.40,8.34,0.00,87.2,42.6,76,11,29.985,29.695,15.0,20,83.6
231,2009-08-23,68.0,36,38.1,29.6,5.5,6.6,340,0.40,8.34,0.00,84.3,52.5,56,15,29.791,29.525,16.1,22,81.4
232,2009-08-24,65.6,43,41.0,29.7,5.3,6.9,290,0.42,8.36,0.01,75.1,54.7,86,23,29.857,29.550,18.4,24,79.1
233,2009-08-25,56.4,78,49.0,29.9,3.5,4.2,14,0.73,8.67,0.24,72.1,46.2,94,43,30.016,29.824,16.1,21,78.3
234,2009-08-26,54.3,69,43.0,30.1,4.4,5.0,350,0.76,8.70,0.01,72.5,42.3,94,27,30.200,29.932,11.5,21,78.8
235,2009-08-27,59.2,48,34.2,30.1,5.9,6.6,10,0.76,8.70,0.00,78.5,38.8,92,15,30.227,30.040,19.6,26,78.7
236,2009-08-28,58.6,49,37.5,30.1,3.8,4.9,31,0.76,8.70,0.00,76.7,39.2,82,26,30.242,30.037,20.7,25,78.9
237,2009-08-29,56.1,60,40.6,30.0,2.7,3.7,27,0.76,8.70,0.00,73.2,39.5,87,25,30.101,29.900,17.3,26,79.1
238,2009-08-30,54.1,72,44.6,30.0,2.4,3.1,35,0.82,8.76,0.01,67.4,40.6,93,47,30.028,29.862,17.3,25,79.0
239,2009-08-31,60.1,54,38.8,29.9,3.5,4.9,281,0.82,8.76,0.00,79.6,42.5,87,16,29.996,29.744,21.9,32,78.7
240,2009-09-01,63.9,40,29.9,30.0,5.5,81.0,355,0.00,8.77,0.00,79.8,38.9,89,11,30.194,29.684,16.1,255,79.1
241,2009-09-02,64.0,29,29.3,30.0,6.2,125.2,2,0.00,8.77,0.00,78.6,45.2,49,12,30.233,29.859,20.7,255,78.3
242,2009-09-03,63.6,44,39.3,30.0,4.2,221.3,4,0.02,8.79,0.01,74.6,40.6,77,21,30.284,29.687,10.4,255,77.5
243,2009-09-04,56.8,59,42.0,30.0,4.5,159.1,5,0.03,8.80,0.01,76.6,37.6,84,20,30.269,29.597,16.1,255,78.4
244,2009-09-05,62.2,44,37.4,30.0,7.3,143.9,8,0.03,8.80,0.00,76.5,37.3,83,21,30.263,29.636,13.8,255,77.8
245,2009-09-06,62.5,52,42.7,29.8,7.8,184.7,357,0.05,8.82,0.02,69.8,49.5,72,27,30.013,29.629,16.1,255,78.8
246,2009-09-07,64.6,44,39.0,29.8,4.7,138.6,360,0.05,8.82,0.00,79.9,42.8,91,20,30.067,29.474,19.6,255,78.6
247,2009-09-08,68.9,23,28.9,29.7,5.5,186.3,349,0.05,8.82,0.00,79.1,43.3,28,16,29.992,29.444,19.6,255,77.9
248,2009-09-09,62.3,56,42.0,29.9,3.0,109.7,8,0.08,8.85,0.01,76.3,44.1,91,17,30.178,29.632,13.8,255,79.0
249,2009-09-10,62.1,46,32.9,30.0,1.4,123.8,9,0.08,8.85,0.00,77.7,39.8,90,15,30.256,29.695,8.1,255,78.1
250,2009-09-11,56.8,42,31.8,30.0,3.0,87.1,20,0.08,8.85,0.00,71.6,39.3,72,17,30.376,29.683,11.5,255,77.3
251,2009-09-12,42.1,75,34.6,30.1,0.5,31.6,18,0.17,8.94,0.02,46.8,38.6,92,55,30.164,30.059,5.8,255,46.8
252,2009-09-13,50.3,70,39.3,30.0,4.6,85.5,349,0.20,8.97,0.01,73.7,35.0,94,25,30.181,29.744,20.7,255,79.1
253,2009-09-14,59.7,53,41.0,29.8,1.0,45.1,347,0.20,8.97,0.00,72.1,41.3,88,28,29.969,29.726,11.5,255,79.1
254,2009-09-15,57.9,55,40.9,29.9,0.4,39.9,8,0.20,8.97,0.00,70.3,44.6,80,34,30.101,29.778,10.4,255,79.1
255,2009-09-16,53.0,71,42.9,30.1,0.4,67.0,19,0.20,8.97,0.00,64.3,42.6,91,51,30.220,30.011,8.1,255,64.3
256,2009-09-17,53.3,64,39.4,30.1,0.3,34.1,11,0.20,8.97,0.00,68.9,39.5,93,34,30.246,29.979,8.1,255,78.9
257,2009-09-18,52.4,59,35.8,30.1,1.1,49.5,44,0.20,8.97,0.00,68.9,34.6,92,32,30.181,29.991,12.7,255,78.7
258,2009-09-19,52.1,52,31.2,30.0,3.8,32.2,32,0.20,8.97,0.00,73.1,33.4,83,16,30.193,29.797,17.3,255,76.9
259,2009-09-20,54.0,48,33.4,29.7,11.2,15.8,338,0.20,8.97,0.00,70.3,42.2,73,25,29.842,29.506,27.6,255,78.3
260,2009-09-21,40.0,67,29.2,30.1,9.2,10.5,16,0.45,9.22,0.01,46.5,32.9,92,38,30.378,29.805,23.0,26,46.5
261,2009-09-22,39.4,51,22.5,30.3,9.6,10.3,352,0.45,9.22,0.00,45.1,32.9,73,40,30.370,30.213,19.6,24,45.1
262,2009-09-23,42.5,55,26.2,30.2,10.5,11.7,9,0.46,9.23,0.01,50.4,32.2,90,27,30.292,30.180,19.6,32,50.4
263,2009-09-24,40.4,74,31.8,30.2,2.9,3.6,12,0.52,9.29,0.01,53.9,30.3,92,38,30.302,30.043,13.8,18,53.9
264,2009-09-25,45.8,68,34.5,30.0,4.6,5.4,20,0.52,9.29,0.00,61.5,35.3,92,24,30.177,29.946,18.4,28,61.5
265,2009-09-26,62.4,23,22.3,29.9,9.5,11.9,340,0.52,9.29,0.00,75.4,45.8,40,14,30.115,29.617,23.0,31,75.6
266,2009-09-27,61.3,26,22.9,29.7,10.5,12.5,349,0.52,9.29,0.00,75.4,38.4,67,12,30.008,29.549,23.0,32,75.7
267,2009-09-28,44.8,57,28.4,30.1,4.0,4.8,25,0.52,9.29,0.00,63.5,26.9,88,27,30.295,29.966,10.4,13,63.5
268,2009-09-29,59.1,32,22.4,29.8,9.7,11.7,331,0.52,9.29,0.00,77.2,33.8,81,10,29.982,29.556,21.9,35,76.1
269,2009-09-30,52.2,40,27.2,29.5,16.7,18.6,347,0.56,9.33,0.01,66.5,35.2,70,21,29.678,29.344,26.5,38,75.9
270,2009-10-01,35.0,37,10.8,30.0,15.1,17.8,337,0.00,9.33,0.00,40.9,29.4,52,27,30.085,29.589,34.5,44,40.9
271,2009-10-02,41.6,26,7.4,30.0,10.0,12.4,339,0.00,9.33,0.00,56.7,28.4,45,10,30.039,29.840,29.9,44,56.7
272,2009-10-03,38.6,45,16.6,29.9,4.2,6.1,23,0.00,9.33,0.00,58.6,20.0,78,19,30.055,29.707,13.8,255,58.6
273,2009-10-04,36.3,77,29.0,29.8,2.8,4.3,82,0.14,9.47,0.01,50.6,26.4,93,43,29.885,29.574,15.0,20,50.6
274,2009-10-05,38.7,66,27.4,29.7,7.6,11.3,305,0.18,9.51,0.01,46.2,32.8,94,36,29.946,29.568,21.9,31,46.2
275,2009-10-06,41.3,30,11.1,30.0,12.8,19.0,306,0.18,9.51,0.00,52.2,31.2,47,17,30.068,29.846,25.3,39,52.2
276,2009-10-07,49.9,29,17.5,29.7,8.4,12.2,292,0.18,9.51,0.00,63.2,42.7,55,17,29.874,29.587,23.0,32,63.2
277,2009-10-08,29.2,83,24.4,30.0,3.8,8.6,101,0.29,9.62,0.01,43.5,22.5,91,47,30.161,29.676,12.7,255,43.5
278,2009-10-09,31.3,77,24.6,30.1,5.2,12.9,74,0.33,9.66,0.01,43.8,15.2,91,45,30.284,29.934,15.0,255,43.8
279,2009-10-10,17.4,80,12.3,30.3,3.6,5.5,97,0.37,9.70,0.01,28.5,9.7,87,69,30.378,30.215,11.5,16,32.0
280,2009-10-11,29.0,77,22.2,30.0,5.0,7.8,16,0.42,9.75,0.01,50.4,15.9,92,41,30.239,29.704,20.7,32,50.4
281,2009-10-12,40.4,69,29.2,29.8,3.9,6.0,74,0.47,9.80,0.01,56.6,28.7,93,24,30.001,29.674,16.1,20,56.6
282,2009-10-13,40.8,66,28.0,29.9,4.0,11.7,312,0.47,9.80,0.00,56.7,28.5,94,30,30.030,29.821,21.9,255,56.7
283,2009-10-14,49.0,51,31.1,29.8,13.1,19.3,304,0.47,9.80,0.00,57.9,32.7,80,30,29.895,29.587,25.3,43,57.9
284,2009-10-15,46.8,49,27.9,30.0,9.2,13.8,305,0.48,9.81,0.01,54.9,41.2,79,27,30.144,29.816,26.5,39,54.9
285,2009-10-16,44.7,51,25.7,30.2,3.0,8.1,358,0.48,9.81,0.00,59.6,28.3,86,19,30.429,30.070,15.0,255,59.6
286,2009-10-17,41.2,57,23.5,30.3,1.7,8.7,81,0.48,9.81,0.00,63.7,21.6,91,21,30.563,29.923,10.4,255,63.7
287,2009-10-18,57.9,25,21.2,29.9,8.6,15.5,309,0.48,9.81,0.00,68.9,44.0,41,16,30.092,29.723,29.9,255,73.5
288,2009-10-19,52.3,40,26.9,29.7,4.8,7.4,296,0.48,9.81,0.00,65.8,36.0,71,18,29.798,29.537,21.9,30,74.1
289,2009-10-20,37.7,75,29.8,29.8,3.1,13.3,90,0.61,9.94,0.01,56.7,26.3,93,33,30.094,29.689,13.8,255,56.7
290,2009-10-21,32.0,89,29.2,30.1,1.9,6.1,93,0.64,9.97,0.01,37.2,28.5,93,77,30.170,29.923,6.9,255,37.2
291,2009-10-22,35.8,65,23.3,30.1,1.8,9.0,52,0.65,9.98,0.01,50.4,21.6,92,28,30.225,29.921,11.5,255,50.4
292,2009-10-23,42.4,41,18.7,29.9,8.4,13.1,314,0.65,9.98,0.00,52.2,31.2,68,23,30.009,29.694,23.0,35,52.2
293,2009-10-24,44.1,47,24.5,29.7,14.3,21.5,304,0.70,10.03,0.01,52.0,35.8,87,27,29.791,29.533,31.1,49,52.0
294,2009-10-25,30.2,73,22.1,30.1,4.5,17.0,63,0.70,10.03,0.00,37.2,17.2,89,33,30.466,29.791,20.7,255,37.2
295,2009-10-26,32.7,40,7.2,30.2,10.5,15.1,304,0.70,10.03,0.00,45.8,10.0,84,14,30.510,29.723,27.6,38,45.8
296,2009-10-27,39.3,47,16.3,29.5,5.4,8.3,315,0.70,10.03,0.00,51.0,26.9,92,19,29.739,29.250,23.0,33,51.0
297,2009-10-28,22.2,84,18.0,29.7,2.1,3.1,82,0.70,10.03,0.00,26.9,16.4,92,67,29.995,29.431,16.1,18,32.0
298,2009-10-29,19.5,66,9.6,30.0,3.7,6.1,308,0.70,10.03,0.00,26.1,12.4,85,47,30.063,29.857,16.1,26,32.0
299,2009-10-30,30.7,49,13.8,29.9,22.2,29.5,287,0.75,10.08,0.01,39.2,19.7,56,41,30.031,29.782,35.7,49,39.2
300,2009-10-31,44.0,43,22.7,30.0,16.2,22.9,305,0.77,10.10,0.01,55.3,36.6,58,26,30.125,29.894,29.9,46,55.3
301,2009-11-01,47.3,39,22.9,30.0,12.3,28.3,311,0.00,10.11,0.00,54.4,37.2,59,27,30.130,29.879,29.9,255,54.4
302,2009-11-02,38.8,60,25.5,30.2,4.8,48.1,58,0.00,10.11,0.00,50.4,30.6,86,31,30.409,30.072,16.1,255,50.4
303,2009-11-03,48.1,30,16.1,30.1,11.6,90.9,330,0.00,10.11,0.00,58.0,34.1,63,13,30.236,29.905,29.9,255,58.0
304,2009-11-04,46.0,39,15.5,30.2,4.8,8.8,326,0.00,10.11,0.00,65.5,23.8,82,11,30.438,29.983,20.7,255,70.0
305,2009-11-05,56.1,17,10.8,29.9,10.8,30.1,310,0.00,10.11,0.00,65.3,44.1,34,10,30.102,29.783,25.3,255,70.7
306,2009-11-06,55.1,21,14.6,29.7,10.6,15.2,304,0.00,10.11,0.00,62.7,47.3,95,11,29.854,29.587,34.5,46,62.7
307,2009-11-07,51.4,26,16.6,29.7,7.5,28.8,305,0.00,10.11,0.00,63.1,37.6,40,11,29.880,29.562,23.0,255,63.1
308,2009-11-08,45.9,37,19.6,29.9,5.2,17.0,294,0.00,10.11,0.00,53.5,37.8,64,19,30.160,29.615,16.1,255,53.5
309,2009-11-09,35.2,58,21.1,30.3,1.6,5.5,69,0.00,10.11,0.00,51.3,24.5,80,33,30.513,30.091,11.5,255,51.3
310,2009-11-10,38.2,47,15.2,30.3,4.4,6.5,308,0.00,10.11,0.00,57.8,21.0,83,16,30.548,30.071,21.9,30,57.8
311,2009-11-11,50.1,27,17.0,30.0,8.3,11.5,299,0.00,10.11,0.00,61.0,38.9,43,17,30.270,29.661,24.2,32,61.0
312,2009-11-12,52.0,29,20.3,29.5,13.1,24.0,306,0.00,10.11,0.00,58.1,45.6,48,22,29.661,29.359,31.1,255,58.1
313,2009-11-13,32.9,79,26.9,29.6,4.7,32.9,41,0.03,10.14,0.01,44.3,23.0,92,45,29.878,29.404,24.2,255,44.3
314,2009-11-14,25.7,85,21.7,30.0,3.0,92.8,58,0.06,10.17,0.01,36.3,21.9,90,67,30.069,29.861,10.4,255,36.3
315,2009-11-15,19.6,83,15.2,30.3,1.4,32.0,89,0.32,10.43,0.01,29.0,3.7,89,65,30.625,30.057,9.2,255,32.0
316,2009-11-16,19.2,72,11.1,30.6,0.5,7.8,354,0.37,10.48,0.01,42.8,-0.4,88,40,30.779,30.386,6.9,255,42.8
317,2009-11-17,28.8,69,18.0,30.3,0.5,3.8,51,0.38,10.49,0.01,53.9,13.5,89,27,30.558,30.076,4.6,255,53.9
318,2009-11-18,35.7,48,12.9,30.0,5.4,7.7,315,0.38,10.49,0.00,54.2,15.2,88,16,30.256,29.771,19.6,26,54.2
319,2009-11-19,32.7,53,16.1,30.1,2.0,6.2,75,0.38,10.49,0.00,45.2,17.8,85,26,30.371,29.735,11.5,255,45.2
320,2009-11-20,30.4,47,7.5,30.2,2.2,3.7,315,0.38,10.49,0.00,52.3,13.5,86,10,30.490,29.658,24.2,35,52.3
321,2009-11-21,42.7,25,5.1,29.7,11.5,16.0,302,0.38,10.49,0.00,48.9,28.2,78,9,29.903,29.510,32.2,47,48.9
322,2009-11-22,35.6,36,8.7,29.9,10.5,23.5,308,0.38,10.49,0.00,43.9,26.7,79,15,29.982,29.747,26.5,255,43.9
323,2009-11-23,26.5,40,4.9,30.1,12.8,18.1,309,0.38,10.49,0.00,33.5,21.6,78,28,30.384,29.718,27.6,39,33.5
324,2009-11-24,32.6,29,2.7,30.3,9.1,16.0,312,0.38,10.49,0.00,45.5,15.6,45,15,30.398,30.127,21.9,255,45.5
325,2009-11-25,39.7,38,15.7,30.2,9.0,24.6,317,0.38,10.49,0.00,51.9,28.2,57,26,30.310,30.047,20.7,255,51.9
326,2009-11-26,46.4,23,9.3,30.1,13.1,55.1,310,0.38,10.49,0.00,54.1,33.7,42,14,30.226,29.918,26.5,255,54.1
327,2009-11-27,47.3,14,-0.9,29.8,12.4,97.9,332,0.38,10.49,0.00,55.0,35.9,23,6,30.019,29.686,28.8,255,55.0
328,2009-11-28,37.4,43,13.0,29.8,4.3,23.6,20,0.38,10.49,0.00,48.3,26.0,86,15,30.043,29.685,12.7,255,48.3
329,2009-11-29,27.6,71,18.7,30.2,1.4,8.2,74,0.38,10.49,0.00,39.8,16.5,89,36,30.403,30.041,8.1,255,39.8
330,2009-11-30,32.3,47,8.8,30.2,5.9,20.5,312,0.39,10.50,0.01,50.2,12.4,85,16,30.506,29.815,21.9,255,50.2
331,2010-01-01,32.1,49,15.2,30.2,14.6,19.7,297,0.00,0.00,0.00,40.0,22.1,61,41,30.330,30.034,34.5,51,40.0
332,2010-01-02,32.1,50,15.5,30.1,8.8,12.2,306,0.00,0.00,0.00,39.1,22.0,77,39,30.292,29.937,23.0,35,39.1
333,2010-01-03,23.1,64,12.1,30.4,2.9,4.4,21,0.00,0.00,0.00,33.4,9.2,85,34,30.549,30.237,17.3,24,33.4
334,2010-01-04,25.7,48,7.2,30.4,4.7,7.0,324,0.00,0.00,0.00,36.5,7.6,82,25,30.585,30.107,15.0,21,36.5
335,2010-01-05,34.3,51,17.8,30.0,14.2,18.5,300,0.00,0.00,0.00,40.1,28.4,60,43,30.173,29.897,34.5,43,40.1
336,2010-01-06,18.4,68,9.3,30.1,6.8,9.6,147,0.00,0.00,0.00,36.3,-2.2,79,50,30.666,29.804,20.7,30,36.3
337,2010-01-07,1.4,63,-8.6,30.7,2.3,3.8,67,0.00,0.00,0.00,15.9,-10.5,75,49,30.868,30.648,9.2,13,32.0
338,2010-01-08,23.5,24,-11.4,30.5,6.9,10.3,315,0.00,0.00,0.00,38.2,-7.0,67,13,30.743,30.146,19.6,29,38.2
339,2010-01-09,37.7,18,-2.9,30.2,8.7,12.5,312,0.00,0.00,0.00,50.4,28.0,32,13,30.300,30.065,28.8,36,50.4
340,2010-01-10,30.3,36,4.1,30.4,1.5,2.7,37,0.00,0.00,0.00,49.4,16.2,66,14,30.600,30.161,9.2,12,49.4
341,2010-01-11,24.2,53,6.3,30.6,0.8,1.5,40,0.00,0.00,0.00,51.6,6.3,80,14,30.789,30.393,6.9,8,51.6
342,2010-01-12,40.2,20,-1.6,30.2,7.8,10.9,321,0.00,0.00,0.00,53.6,11.6,68,10,30.427,29.896,19.6,35,53.6
343,2010-01-13,37.3,30,6.6,29.9,6.8,9.6,305,0.00,0.00,0.00,46.0,20.8,63,15,30.109,29.840,21.9,29,46.0
344,2010-01-14,24.6,61,12.2,30.3,0.7,1.3,341,0.00,0.00,0.00,42.0,13.5,78,30,30.493,30.088,16.1,21,42.0
345,2010-01-15,32.5,37,7.5,30.3,6.4,9.0,314,0.00,0.00,0.00,46.5,17.7,60,11,30.466,29.966,17.3,26,46.5
346,2010-01-16,42.3,24,7.7,29.9,6.0,8.2,308,0.00,0.00,0.00,53.7,31.5,35,15,30.140,29.781,16.1,21,53.7
347,2010-01-17,36.7,47,16.6,29.9,3.8,5.6,316,0.00,0.00,0.00,44.5,21.8,81,25,29.958,29.737,15.0,21,44.5
348,2010-01-18,35.0,47,15.3,29.8,7.4,10.8,316,0.00,0.00,0.00,44.5,-10.0,83,20,30.174,29.671,21.9,36,44.5
349,2010-01-19,31.4,56,16.5,29.6,7.3,10.4,315,0.00,0.00,0.00,41.6,23.8,89,30,29.775,29.531,21.9,31,41.6
350,2010-01-20,25.6,52,10.1,29.6,3.3,5.0,336,0.00,0.00,0.00,33.2,15.4,68,37,29.783,29.528,16.1,30,33.2
351,2010-01-21,29.5,44,9.5,29.6,2.7,4.2,335,0.00,0.00,0.00,41.8,22.4,68,22,29.765,29.401,18.4,26,41.8
352,2010-01-22,32.0,45,11.3,29.3,8.2,11.8,318,0.00,0.00,0.00,45.1,21.6,84,20,29.444,29.172,23.0,31,45.1
353,2010-01-23,27.1,38,4.5,29.5,17.3,23.8,311,0.00,0.00,0.00,33.1,22.4,53,25,29.649,29.268,28.8,43,33.1
354,2010-01-24,23.9,39,2.0,29.8,14.3,21.1,320,0.00,0.00,0.00,30.1,20.5,55,24,29.936,29.594,33.4,45,32.0
355,2010-01-25,25.6,35,1.1,30.0,13.3,15.9,320,0.00,0.00,0.00,33.8,-1.9,57,23,30.143,29.860,25.3,33,33.8
356,2010-01-26,28.1,50,10.9,30.0,7.0,9.7,308,0.00,0.00,0.00,41.9,10.1,70,27,30.278,29.810,24.2,33,41.9
357,2010-01-27,30.7,58,16.6,30.1,6.2,9.6,314,0.00,0.00,0.00,39.8,20.3,89,36,30.330,29.832,20.7,31,39.8
358,2010-01-28,21.5,83,17.2,30.3,1.8,2.8,83,0.06,0.06,0.01,31.9,14.6,88,67,30.419,30.218,10.4,12,32.0
359,2010-01-29,21.3,68,11.1,30.3,0.9,1.6,78,0.07,0.07,0.01,39.3,5.4,86,30,30.424,30.129,6.9,12,39.3
360,2010-01-30,23.9,63,11.1,30.2,1.2,2.1,122,0.07,0.07,0.00,44.1,8.6,85,24,30.373,30.020,6.9,12,44.1
361,2010-01-31,25.9,53,8.9,30.0,7.6,11.0,315,0.07,0.07,0.00,37.3,12.6,85,27,30.122,29.837,29.9,38,37.3
362,2010-02-01,27.1,43,7.2,30.0,13.3,18.9,307,0.00,0.07,0.00,33.4,23.8,54,32,30.093,29.806,33.4,46,33.4
363,2010-02-02,29.9,32,1.4,30.0,6.1,8.6,313,0.00,0.07,0.00,43.6,11.1,59,12,30.255,29.874,21.9,30,43.6
364,2010-02-03,30.6,37,6.1,30.0,2.2,3.9,28,0.00,0.07,0.00,43.1,18.6,64,19,30.120,29.753,13.8,16,43.1
365,2010-02-04,29.0,53,12.3,29.8,10.0,14.3,312,0.02,0.09,0.01,36.5,24.4,89,25,29.883,29.711,27.6,41,36.5
